Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
5443741;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3289,51893455893
5443741;1;2;2;2;63; ;2; ; ;1;2; ; ;1; ;05;3289,51893455893
5443741;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3289,51893455893
5443741;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3289,51893455893
5443741;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3289,51893455893
5443742;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443742;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443742;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443742;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443742;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443743;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;05;2661,79753401439
5443743;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2661,79753401439
5443743;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2661,79753401439
5443743;1;4;2;2;13; ;2; ; ;1;2; ; ;1; ;05;2661,79753401439
5443744;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;2263,75472441297
5443745;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443745;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443745;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443746;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4903,44335464469
5443750;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3208,33566472605
5443750;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3208,33566472605
5443751;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443751;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443751;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443762;1;1;2;2;68; ;3;68; ;1;2; ; ;1; ;05;4728,70665744085
5443765;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;05;2665,46935479905
5443765;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;05;2665,46935479905
5443765;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;05;2665,46935479905
5443766;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;3916,7158770989
5443766;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3916,7158770989
5443766;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;05;3916,7158770989
5443767;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;2628,99099577716
5443767;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2628,99099577716
5443767;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;05;2628,99099577716
5443768;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443768;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443768;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443769;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443769;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443769;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443769;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443772;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;05;4107,83916829988
5443772;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4107,83916829988
5443772;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4107,83916829988
5443772;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4107,83916829988
5443783;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;2247,72880516947
5443783;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2247,72880516947
5443783;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2247,72880516947
5443783;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2247,72880516947
5443783;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2247,72880516947
5443784;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443784;1;2;2;2;8; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443784;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3305,38107055151
5443785;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443785;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443785;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443785;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1979,43120716581
5443786;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4903,44335464469
5443787;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3998,52286397241
5443787;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3998,52286397241
5443787;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;05;3998,52286397241
5443787;1;4;2;2;68; ;2; ; ;1;2; ; ;1; ;05;3998,52286397241
5443787;1;5;2;2;68; ;1; ; ; ;3;68; ;1;8;05;3998,52286397241
5443788;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443788;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443788;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443788;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3066,04903891042
5443790;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4669,7966901204
5443791;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3635,41629255059
5443791;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3635,41629255059
5443791;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3635,41629255059
5443791;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;05;3635,41629255059
5443791;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3635,41629255059
5443793;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4275,25426079019
5443793;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4275,25426079019
5443794;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2714,70288779034
5443794;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;2714,70288779034
5443795;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4420,69525272276
5443795;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4420,69525272276
5443795;1;3;2;2;63; ;2; ; ;1;2; ; ;1; ;05;4420,69525272276
5443796;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;7071,06876944068
5443796;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;7071,06876944068
5443796;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;7071,06876944068
5443796;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;05;7071,06876944068
5443797;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4669,7966901204
5443799;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;05;4401,08378842804
5443799;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4401,08378842804
5443799;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;05;4401,08378842804
5443800;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;4002,98998740961
5443800;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4002,98998740961
5443801;1;1;2;1; ; ;4; ;3; ;2; ; ;1; ;05;6202,92978503489
5443801;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;05;6202,92978503489
5443801;1;3;2;1; ; ;4; ;3; ;2; ; ;1; ;05;6202,92978503489
5443829;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;05;2714,70288779034
5443829;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;05;2714,70288779034
5443830;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4669,7966901204
5443831;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4669,7966901204
5443835;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;5860,7272737789
5443835;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;5860,7272737789
5443835;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;05;5860,7272737789
5443836;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;3039,30707924514
5443839;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;4129,81326885763
5443858;1;1;2;2;5; ;2; ; ;2;2; ; ;2; ;05;825,135224841669
5443859;1;1;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2144,6547926416
5443859;1;2;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2144,6547926416
5443859;1;3;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2144,6547926416
5443859;1;4;1;1; ; ;1; ; ; ;2; ; ;2; ;05;2144,6547926416
5443859;1;5;1;1; ; ;1; ; ; ;2; ; ;2; ;05;2144,6547926416
5443860;1;1;2;2;23; ;2; ; ;2;2; ; ;2; ;05;1084,97843210697
5443860;1;2;2;2;23; ;2; ; ;2;2; ; ;2; ;05;1084,97843210697
5443861;1;1;2;2;23; ;2; ; ;2;2; ; ;2; ;05;1584,73764793113
5443862;1;1;1;1; ; ;2; ; ;2;2; ; ;2; ;05;1335,52920416451
5443863;1;1;2;1; ; ;3;8; ;2;2; ; ;2; ;05;1168,55809257053
5443863;1;2;2;1; ; ;3;8; ;2;2; ; ;2; ;05;1168,55809257053
5443864;1;1;1;1; ; ;2; ; ;2;2; ; ;2; ;05;991,670493657409
5443864;1;2;1;1; ; ;2; ; ;2;2; ; ;2; ;05;991,670493657409
5443864;1;3;1;1; ; ;2; ; ;2;2; ; ;2; ;05;991,670493657409
5443864;1;4;1;1; ; ;2; ; ;2;2; ; ;2; ;05;991,670493657409
5443864;1;5;1;1; ; ;2; ; ;2;2; ; ;2; ;05;991,670493657409
5443865;1;1;2;2;23; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443865;1;2;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443865;1;3;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443865;1;4;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443865;1;5;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443865;1;6;1;1; ; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443865;1;7;1;1; ; ;1; ; ; ;2; ; ;2; ;05;2043,440833642
5443865;1;8;2;2;23; ;2; ; ;2;2; ; ;2; ;05;2043,440833642
5443866;1;1;1;1; ; ;2; ; ;2;2; ; ;2; ;05;1084,97843210697
5443866;1;2;1;1; ; ;2; ; ;2;2; ; ;2; ;05;1084,97843210697
5443867;1;1;1;1; ; ;2; ; ;2;2; ; ;2; ;05;919,231640390673
5443867;1;2;1;1; ; ;2; ; ;2;2; ; ;2; ;05;919,231640390673
5443867;1;3;1;1; ; ;2; ; ;2;2; ; ;2; ;05;919,231640390673
5443867;1;4;1;1; ; ;2; ; ;2;2; ; ;2; ;05;919,231640390673
5443867;1;5;1;1; ; ;2; ; ;2;2; ; ;2; ;05;919,231640390673
5443867;1;6;1;1; ; ;2; ; ;2;2; ; ;2; ;05;919,231640390673
5443868;1;1;2;2;68; ;3;11; ;1;2; ; ;1; ;05;1035,57147032884
5443868;1;2;2;3; ;3;3;11; ;1;2; ; ;1; ;05;1035,57147032884
5443869;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;1357,48062238537
5443869;1;2;2;2;95; ;2; ; ;1;2; ; ;1; ;05;1357,48062238537
5443869;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1357,48062238537
5443869;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1357,48062238537
5443870;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;967,346416343114
5443870;1;2;2;2;63; ;2; ; ;1;2; ; ;1; ;05;967,346416343114
5443871;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443872;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;514,062695404261
5443873;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1325,20678514522
5443873;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1325,20678514522
5443873;1;3;2;2;85; ;2; ; ;1;2; ; ;1; ;05;1325,20678514522
5443873;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1325,20678514522
5443874;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;752,847107310972
5443875;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443876;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;05;967,346416343114
5443876;1;2;2;2;50; ;2; ; ;1;3;11; ;1;8;05;967,346416343114
5443877;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;05;796,248167138594
5443877;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;796,248167138594
5443878;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1113,49400200784
5443880;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;849,743959722628
5443880;1;2;2;2;25; ;2; ; ;1;2; ; ;1; ;05;849,743959722628
5443880;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;05;849,743959722628
5443886;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443886;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443886;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443886;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443886;1;5;2;2;68; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443887;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1010,74747617074
5443887;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1010,74747617074
5443887;1;3;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1010,74747617074
5443888;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;514,062695404261
5443889;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;1204,71700574255
5443889;1;2;2;2;25; ;2; ; ;1;2; ; ;1; ;05;1204,71700574255
5443889;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1204,71700574255
5443890;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443892;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;494,794409399404
5443892;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;05;494,794409399404
5443892;1;3;2;2;11; ;2; ; ;1;2; ; ;1; ;05;494,794409399404
5443892;1;4;2;2;11; ;2; ; ;1;2; ; ;1; ;05;494,794409399404
5443892;1;5;2;2;11; ;2; ; ;1;2; ; ;1; ;05;494,794409399404
5443894;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;752,847107310972
5443895;1;1;2;2;11; ;3;11; ;1;2; ; ;1; ;05;1632,21625103766
5443895;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1632,21625103766
5443895;1;3;2;3; ;3;1; ; ; ;2; ; ;1; ;05;1632,21625103766
5443895;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;05;1632,21625103766
5443896;1;1;2;2;63; ;2; ; ;1;2; ; ;1; ;05;674,924575631972
5443896;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;05;674,924575631972
5443897;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;774,173506303759
5443897;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;774,173506303759
5443897;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;774,173506303759
5443898;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1113,49400200784
5443903;1;1;2;3; ;3;3;99; ;2;2; ; ;1; ;05;1113,49400200784
5443904;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443905;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1113,49400200784
5443906;1;1;2;2;63; ;3;50; ;1;3;50; ;1;1;05;1073,81407706636
5443908;1;1;2;2;66; ;3;66; ;1;2; ; ;1; ;05;1113,49400200784
5443909;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;05;640,403103780594
5443909;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;640,403103780594
5443909;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;640,403103780594
5443909;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;640,403103780594
5443910;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;1181,84572537526
5443910;1;2;2;2;95; ;2; ; ;1;2; ; ;1; ;05;1181,84572537526
5443910;1;3;2;2;95; ;2; ; ;1;2; ; ;1; ;05;1181,84572537526
5443911;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;1113,49400200784
5443912;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1317,75694206318
5443912;1;2;2;2;50; ;2; ; ;1;2; ; ;1; ;05;1317,75694206318
5443912;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;05;1317,75694206318
5443913;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;1148,09737735964
5443913;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1148,09737735964
5443913;1;3;2;2;73; ;2; ; ;1;2; ; ;1; ;05;1148,09737735964
5443913;1;4;2;2;63; ;2; ; ;1;2; ; ;1; ;05;1148,09737735964
5443915;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1671,93993135985
5443915;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1671,93993135985
5443915;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1671,93993135985
5443915;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1671,93993135985
5443915;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;05;1671,93993135985
5443916;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1035,57147032884
5443916;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;05;1035,57147032884
5443917;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443918;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;774,173506303759
5443918;1;2;1;2;50; ;2; ; ;1;2; ; ;1; ;05;774,173506303759
5443918;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;774,173506303759
5443919;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;05;818,951196067158
5443919;1;2;2;2;50; ;3;50; ;1;2; ; ;1; ;05;818,951196067158
5443919;1;3;2;2;68; ;3;11; ;1;2; ; ;1; ;05;818,951196067158
5443919;1;4;2;2;50; ;3;50; ;1;2; ; ;1; ;05;818,951196067158
5443919;1;5;2;2;50; ;3;50; ;1;2; ; ;1; ;05;818,951196067158
5443920;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;752,847107310972
5443921;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;967,346416343114
5443921;1;2;2;2;50; ;2; ; ;1;2; ; ;1; ;05;967,346416343114
5443923;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;995,891545387357
5443923;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;995,891545387357
5443925;1;1;1;2;76; ;2; ; ;1;2; ; ;1; ;05;1142,16580043377
5443925;1;2;2;2;73; ;2; ; ;1;2; ; ;1; ;05;1142,16580043377
5443925;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1142,16580043377
5443926;1;1;2;2;95; ;3;95; ;1;3;95; ;1;5;05;610,959547815917
5443926;1;2;2;2;95; ;3;95; ;1;3;95; ;1;8;05;610,959547815917
5443926;1;3;2;2;66; ;3;95; ;2;3;95; ;1;8;05;610,959547815917
5443927;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;559,674197271617
5443927;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;05;559,674197271617
5443928;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;05;650,639472757404
5443928;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;05;650,639472757404
5443928;1;3;2;2;50; ;2; ; ;1;2; ; ;1; ;05;650,639472757404
5443930;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;1;4;1;2;11; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;2;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;2;2;2;2;18; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;2;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1168,07456866163
5443930;2;4;1;1; ; ;1; ; ; ;1; ; ; ; ;05;1168,07456866163
5443931;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443931;1;2;2;2;73; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443932;1;1;1;2;50; ;2; ; ;1;2; ; ;1; ;05;771,386980408994
5443932;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;771,386980408994
5443932;1;3;2;2;11; ;3;11; ;1;2; ; ;1; ;05;771,386980408994
5443932;1;4;2;2;50; ;3;11; ;1;2; ; ;1; ;05;771,386980408994
5443932;1;5;2;2;11; ;1; ; ; ;2; ; ;1; ;05;771,386980408994
5443933;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;718,325635459594
5443933;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;718,325635459594
5443933;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;718,325635459594
5443934;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443934;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443935;1;1;2;2;50; ;3;50; ;1;2; ; ;1; ;05;671,426980466653
5443935;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;05;671,426980466653
5443935;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;05;671,426980466653
5443935;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;671,426980466653
5443935;1;5;2;2;25; ;2; ; ;1;2; ; ;1; ;05;671,426980466653
5443936;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443936;1;2;2;2;50; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443937;1;1;1;2;50; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443937;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443938;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;1010,74747617074
5443938;1;2;2;2;50; ;2; ; ;1;2; ; ;1; ;05;1010,74747617074
5443938;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1010,74747617074
5443939;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443939;1;2;1;1; ; ;2; ; ;2;2; ; ;1; ;05;449,49734648785
5443939;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443939;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443939;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443939;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443939;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443939;1;8;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443940;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;05;695,712083341221
5443940;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;695,712083341221
5443940;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;695,712083341221
5443940;1;4;2;2;68; ;2; ; ;1;2; ; ;1; ;05;695,712083341221
5443941;1;1;2;2;50; ;3;50; ;1;2; ; ;1; ;05;1395,67947374218
5443941;1;2;2;2;50; ;3;50; ;1;2; ; ;1; ;05;1395,67947374218
5443942;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;752,847107310972
5443943;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443943;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443944;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;05;696,25097462476
5443944;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;696,25097462476
5443944;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;696,25097462476
5443944;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;696,25097462476
5443945;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;1043,02131341089
5443945;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1043,02131341089
5443945;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;05;1043,02131341089
5443946;1;1;2;2;63; ;3;50; ;1;2; ; ;1; ;05;965,098781731887
5443946;1;2;2;2;63; ;3;50; ;1;2; ; ;1; ;05;965,098781731887
5443946;1;3;2;2;63; ;3;50; ;1;2; ; ;1; ;05;965,098781731887
5443946;1;4;2;2;50; ;3;50; ;1;2; ; ;1; ;05;965,098781731887
5443947;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;05;514,062695404261
5443948;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;05;728,562004436404
5443948;1;2;2;2;81; ;2; ; ;1;2; ; ;1; ;05;728,562004436404
5443949;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443949;1;2;2;2;73; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443950;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443950;1;2;2;2;25; ;2; ; ;1;2; ; ;1; ;05;927,666491401628
5443951;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;05;752,847107310972
5443952;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;05;559,674197271617
5443952;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;05;559,674197271617
5443954;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443956;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443956;1;2;2;2;50; ;3;50; ;2;2; ; ;1; ;05;449,49734648785
5443956;1;3;2;2;50; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443956;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;05;449,49734648785
5443957;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;05;1073,81407706636
5443960;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;05;1016,09550746558
5443960;1;2;2;2;66; ;2; ; ;1;2; ; ;1; ;05;1016,09550746558
